15755,13060,16830,109,29871,25949,13506,16339
1671,28699,1291,22984,2374,26925,11708,29083
24560,4181,24734,21288,26458,26805,11938,26964
4562,6931,17739,20815,4453,12218,25741,13204
5130,4710,31512,13714,9418,9115,30040,13590
402,7700,4862,32328,31067,18784,1544,3767
30131,21701,14292,19602,3401,27295,22624,28036
16547,29922,13474,10675,9283,24870,16298,12069
11934,8088,3665,15344,9224,25311,23084,842
29957,3584,6829,7986,22630,6819,26802,337
30944,3065,10699,27112,28163,12279,4012,24528
12169,9471,29112,29838,9325,21034,16239,2548
9850,18546,9067,22294,6684,507,12231,15714
31187,7826,7417,24242,5121,20434,13652,32406
14687,14210,14446,17962,17478,13727,5671,7732
7652,15497,16128,1840,24909,6409,4556,3250
31784,26224,21799,5200,16452,22105,32011,1370
403,17872,11947,13114,17841,8908,30607,26900
14551,3387,29469,21645,26082,23012,20539,22113
7275,17901,30735,32015,5494,29948,18726,9110
15917,6443,24995,20427,17098,20651,11696,12383
4372,29484,30813,16663,26153,116,30376,24152
311,21043,4593,13943,3121,26636,12492,14485
24852,17159,4885,1909,16261,6355,594,27325
21869,12655,24247,26351,21456,27552,13012,31250
15209,22411,10402,3265,30957,28444,6112,9377
8522,23408,2726,23444,23578,12351,1928,4580
20139,9653,16465,1424,11971,16520,27537,14850
14110,4377,19973,25763,24943,12181,21609,16774
2863,9090,23381,18449,25593,32698,644,8447
5064,2824,10400,16781,22843,24544,6232,13474
19024,18805,19087,19663,25619,18727,29814,17171
29057,24885,2046,15061,13795,24164,9997,30343
30295,5703,19569,4889,30605,6749,5959,15604
17162,14700,4936,9376,29260,21076,28363,1632
12773,10030,14247,16733,379,17982,14727,32279
16034,13121,14191,31796,3504,13874,436,15988
19402,2570,5079,27005,21675,30824,7978,15145
4348,4223,102,25472,16428,27594,30841,28828
12293,18696,10073,25470,8068,9113,22777,3648
3476,25723,27658,18408,31039,10716,28126,6666
28025,18151,11820,25104,12664,1915,13376,2090
15022,31431,23934,32112,24638,29668,20907,2454
14002,25051,5496,30423,18929,10545,306,8833
10038,10088,9227,22671,23477,21521,1678,9896
17029,18690,1822,30520,20618,22299,14398,26505
5051,2523,29717,16938,8308,3051,8901,27880
9864,25619,14534,6413,3339,2904,24022,1361
19055,7629,12810,30747,3200,24082,31868,7310
10252,7433,17316,22419,15870,10965,270,18300
26162,2906,4608,19798,24507,13174,18409,17110
2971,10037,25239,19904,7642,9505,4173,32609
4372,7782,32269,7184,10846,5405,15026,31094
14807,17715,6801,24583,15267,760,4730,19083
30249,13231,4936,13322,9451,11382,16175,7127
8552,27460,15749,11614,17233,20240,153,6505
1917,13140,11408,11558,25618,24250,22440,23758
71,25627,25467,25267,2373,5871,26683,18584
1260,20615,9450,9073,28913,27025,6243,15640
29290,9770,26440,19433,20909,17798,22591,1185
22171,17371,21632,13005,2323,32659,21696,22048
6866,3860,22635,30671,24302,20247,1730,30089
21717,16980,23195,28320,2317,17061,10673,13278
21843,7085,23027,5034,6978,31751,22991,916
14929,11410,16064,20833,13159,1701,15363,2377
31434,7758,17880,3320,29912,15708,10892,10392
3301,681,22226,22062,31641,31106,14212,10909
18473,10599,21764,31746,11912,4846,1472,29486
11140,22156,28326,20314,11400,17334,26607,25673
20938,22437,3996,2659,4851,583,7785,2842
10218,10044,12571,3065,15744,2614,19447,30616
25905,31492,25498,5464,27393,533,6181,21582
19456,20659,23501,16347,292,5213,20383,9526
10580,18241,21319,15993,17449,25502,792,17241
27171,7572,27400,22113,6703,23439,14655,20964
31293,18867,25079,25952,6498,24081,1691,27892
21704,18481,666,17067,16815,14460,25019,3799
1466,14463,6981,28326,28675,31823,15963,25179
15888,20832,31383,24159,9823,24732,25705,26634
22401,32260,9862,15947,12001,9626,16416,7989
10245,28699,32355,5108,16655,9296,24004,11890
19178,15159,29197,32747,16252,7799,3278,26479
14778,22282,7092,6294,17423,17996,6293,21227
29754,18012,23346,13879,2079,16440,1744,20174
28622,13849,14446,9673,21873,23041,14117,9463
6133,3381,20923,31243,9512,20466,12798,20305
16364,15727,5817,23584,6569,2210,3934,18318
14318,8164,13770,12431,21524,20743,17840,22916
20309,20187,10455,29067,8101,4994,13517,18391
11918,13575,15593,4023,2270,24260,17036,30095
2147,31675,7978,2741,11172,31121,11962,5329
31688,1271,14803,2920,26112,21122,517,21152
4390,11353,27453,6233,2192,17553,24211,21014
16789,5590,28624,13599,3156,3878,26963,353
10863,20864,25517,26749,30285,30806,31566,16999
13450,30076,20819,29821,31852,16667,398,24187
816,2072,30312,4476,2050,24839,30184,10340
26351,32625,3751,16213,31061,26327,11244,19214
4390,5600,8445,24613,7367,8116,3467,8854
17970,9511,28745,1676,14205,7932,29160,17030
6359,15412,7777,31982,8835,11070,31927,31407
1244,7396,4176,18543,15611,20826,8324,7723
29693,4792,1751,26620,32762,21261,18596,17116
28519,8684,12046,22197,1916,19159,22005,19697
5857,1366,3739,8655,10238,11794,1119,11677
12556,15653,22086,14178,22383,31672,8167,13700
22570,28463,17683,30999,9366,17968,15790,26864
30645,2480,19514,12113,9676,30074,23838,2301
2983,11090,20669,16818,32710,2480,8524,28432
5413,26124,22969,29621,4251,14830,3809,22893
4327,9802,1902,14529,9846,23188,14183,30006
9277,25979,32053,22125,11002,22822,21400,9405
14120,24959,16427,23277,8411,8322,2040,21093
25599,9404,19304,8492,28932,21266,26868,22257
5431,13561,29048,4404,11224,10692,7677,6210
23391,8091,17724,5918,24653,2406,18229,4225
21124,31900,18981,31953,1961,15365,32715,11043
5875,3915,29277,23930,5756,13705,20065,23590
17915,1074,9407,19971,19770,20063,2592,14359
20024,2421,13576,22408,2953,3807,27873,17524
29009,18434,10753,14526,13554,22098,20226,22125
14871,22113,14067,15792,1462,24040,23644,25695
402,23249,1436,27466,22252,32763,14174,22710
1011,29275,15954,19309,20960,23756,15032,19949
5947,20259,23044,28528,30308,20974,22038,31947
14825,23913,6303,24465,13458,24997,29404,31639
8892,15234,3258,29213,3046,395,24452,22103
16826,28944,19425,16240,13458,31218,24430,15348
18598,1502,7362,20212,26584,19020,21168,18072
11826,32253,872,4050,22712,31855,13964,21501
11719,20546,19954,2536,2160,8506,15119,5453
16381,23685,32547,5122,22549,6401,15288,707
23116,27208,9516,32636,17139,2082,19510,10451
5172,11783,13902,12681,11822,12171,32198,2632
6517,8995,13995,1360,1235,6963,25348,20893
530,17467,9116,23777,13928,6507,1825,20668
12195,30899,22396,25326,3107,3335,3117,5686
21839,28809,5656,5485,28656,13663,9581,7482
6033,23557,16300,28225,11023,17074,1096,31750
16955,22570,9532,25965,2642,9711,22935,30556
9887,511,331,6640,16598,2082,405,20761
5275,28855,16088,3454,20681,10334,15532,2411
849,32187,28336,2735,3610,11002,10148,8202
19975,23979,18897,12114,21042,22030,2050,17149
18452,16082,14973,24938,11774,21322,17419,11695
26566,8859,2605,18916,10068,31853,21071,10669
29556,22821,1597,29811,6296,8096,3755,16362
8667,20163,31395,24829,2996,23738,9353,10113
13433,29073,29746,29285,23855,533,5473,26152
23219,14988,24456,28805,10689,12675,12846,12346
28518,26842,24304,25563,15072,28709,23885,320
15799,18177,26076,1920,22639,27741,9378,1197
25353,729,19730,8188,4282,17710,2,17292
16460,4105,2947,4270,32234,24441,21423,4388
29404,13674,8356,27429,21541,8411,11499,15441
18176,3348,3595,23731,17580,31295,21814,9606
15049,16950,3083,7318,625,3003,29627,31597
32239,8766,6059,26222,2021,5714,26769,19711
11074,29903,10738,2042,19486,29182,2763,3572
29259,18899,8774,374,13231,23727,1485,11764
12478,23061,5086,16105,15557,11574,30559,26717
29545,22991,1555,8057,7895,2334,30554,19374
27907,16055,18637,1772,7432,12693,12292,16383
23830,31854,14278,5566,17296,26688,13982,16908
26827,4152,13666,28423,17520,31586,10094,2144
4918,27675,15889,22706,9134,17195,24892,2709
5056,4603,14126,2177,31772,22998,1271,25752
15973,4121,26771,30711,2475,26228,23806,20704
8763,13583,4201,15060,17028,3145,24233,23073
2835,28330,6036,22685,13670,31957,3387,3417
12386,1939,17934,7099,26623,4771,3789,7810
3449,5248,3226,26115,3502,12142,30904,10148
6084,10157,2779,21270,23764,5688,28325,29980
28191,6553,2837,24443,6315,753,17736,1510
10554,9234,19453,8812,18873,1495,6796,5106
23358,26791,19957,15060,30314,28173,14925,18110
22771,29498,12314,29762,9436,24738,29711,9553
16586,13300,21894,14146,12432,5341,6983,20689
16772,30184,4235,4163,20403,14243,17308,1599
6099,7122,31263,29999,22674,1318,10040,12101
3626,11742,19078,598,30785,9498,28659,21951
7120,21,6350,24089,12595,25960,3485,8272
7554,30542,17181,14753,8742,21956,18791,7535
3388,16937,27121,19308,3701,8683,31410,22179
7249,15548,30319,16865,3466,15542,12204,31166
28650,10182,31844,31757,8408,9852,26214,9663
24505,12438,13581,32762,3208,25529,19202,5124
10336,28581,29642,17469,4994,9637,6953,15557
6347,547,4916,9317,19017,5209,25925,27225
20592,9288,8310,23240,30001,27052,18565,14765
5618,7970,21160,28265,9502,8020,2956,6843
25105,9066,10486,7284,13282,19808,1122,2470
4664,17718,21152,29539,4881,14553,11939,14973
27728,24079,12144,8829,6501,23203,9708,13404
26805,22567,30876,22647,26850,18712,2026,30006
30633,25868,12257,221,31228,30364,1909,17691
11481,11965,11274,21756,16791,32666,21416,2303
4194,7797,12845,29862,16352,14850,29762,3154
17556,13145,30227,12023,15081,9925,5122,32634
3743,20956,22492,6670,4632,17949,26714,5776
3257,16096,23991,19299,4580,25917,18175,27810
21113,20780,5287,5791,21285,24436,18759,25251
1458,9453,23946,23168,27672,17344,31962,13883
5166,23625,2803,7160,23486,14921,30426,24358
10536,30977,29259,12526,5431,25991,18758,8989
8184,15433,15725,2372,8806,29622,17192,2769
3246,6511,25935,31225,3894,3584,2866,7597
25918,30730,13589,1405,17261,26906,31508,6061
14037,4034,9362,10892,19397,16900,20,30232
11556,29904,6212,2861,9196,21510,31879,215
10939,5316,24857,31540,23745,22295,8036,1118
15860,20970,29814,26269,16302,13343,17493,15561
14707,14269,6562,17224,9131,14743,5043,29076
21804,19900,29431,15245,27299,31888,23677,20858
21596,32371,7432,21843,11009,26815,30291,16922
24,11693,26385,10605,2011,23326,27034,10212
15326,23412,6914,17801,12055,5993,31116,24038
25037,25982,13758,24335,32029,31547,25526,24778
3814,31989,21861,21723,14182,30650,5410,26458
27071,4734,483,23719,2178,28005,20982,17177
23825,4009,5209,20342,3947,16260,25829,29571
26799,230,22352,31421,6092,8811,28285,12300
30478,13100,25984,31677,20606,10947,13214,21351
21031,16269,16372,16765,26433,24078,5013,24678
28861,5884,1946,30512,13172,32377,8243,17490
2860,17579,31862,30293,12772,16221,6731,3085
15900,19978,21889,4363,28326,9649,17833,9808
23863,21012,10217,10244,15061,7616,32246,286
29483,4605,30808,7971,14552,29362,31037,31637
12977,8506,31025,30283,31482,21732,26135,10242
3715,28139,4815,16121,22944,9808,29879,29877
18947,21427,2544,11230,11512,18528,8112,2044
21666,23938,859,15519,15097,2493,17265,18048
20775,1720,27385,2791,449,13059,31813,32111
1831,23760,14176,30971,29725,4154,15758,28960
20125,19376,3131,31904,28053,9488,8352,19155
29879,16707,133,6365,11082,29939,32559,13257
18619,18328,16655,20287,7126,12236,3819,4270
13552,22004,23081,14564,14695,32243,26652,32714
12579,15447,2420,632,19418,2433,6578,21134
10643,27583,25378,9325,3185,28884,24710,11511
712,7909,32612,20544,17999,18062,14104,17372
7005,6611,23856,4774,26312,27136,83,282
17383,6918,14662,18578,19721,15667,5007,24285
14415,5415,24913,30910,5701,7795,562,21470
13550,14335,32102,25249,23589,10693,11974,9589
27157,12148,19248,5751,17458,18776,15667,27014
6532,8153,30550,18327,21700,23243,14433,12761
23730,31906,15189,11517,30280,23712,18133,10523
2142,1063,32569,26466,17663,12662,14316,29905
26227,15743,14880,14126,6739,7491,5398,17103
24351,15457,23833,5971,10991,18238,20121,15613
482,1303,31018,15624,18084,30271,5970,25381
22763,18913,4437,32357,10251,14864,24006,2364
19233,26380,640,13958,31064,23914,10532,9882
30594,30353,27484,22560,14286,13253,32742,1492
6055,10875,31884,29792,26739,19493,2220,20127
8799,2595,30319,5182,18184,17608,27463,16157
17808,14812,31038,15463,24145,12284,25765,425
10774,2077,30909,19217,1873,7030,24221,2484
22281,7111,15036,11106,2268,14773,17959,4656
10854,9442,5006,11755,7326,29689,24125,6677
18904,12221,22541,21074,4458,15989,32719,14348
9640,13791,14235,2486,19502,20496,5776,505
18942,25885,4129,20859,24950,32062,26029,30378
9519,23440,26899,25617,19643,19899,26116,10540
15398,23900,24489,18103,13746,24142,10264,28482
29695,23792,24686,23597,6956,28703,29091,26759
19459,18939,753,18193,6832,19784,15105,16822
8790,31019,22678,15764,1504,31881,24144,4329
8682,4532,8154,10879,7917,17697,29859,5427
11187,20957,25596,17489,19411,29292,5589,16298
19355,3180,3281,32701,23567,19294,14023,22595
29159,7601,2981,5224,26342,21362,7262,27041
20620,158,23248,24955,8063,32758,22376,28419
5610,13612,20696,16350,17830,3922,27336,25464
28780,22456,17711,4719,24866,24398,13282,22640
122,11743,13777,14423,26685,13704,18426,29396
8584,16416,5338,27747,32193,31646,23208,970
31105,22709,28969,7308,18532,18443,5854,2659
2432,7470,10247,27853,8479,7557,1166,9815
10207,20699,12025,21864,9469,21885,13954,11692
22326,20170,17838,26689,9994,17160,11497,22282
28801,8539,22396,9135,693,4579,14635,4748
21478,8378,2478,450,25633,19382,16633,10336
6717,29244,22698,31992,16228,25035,32739,13708
6739,3778,7002,10460,23988,25612,6840,24106
10471,13536,29917,10886,6555,199,28322,14881
6351,20913,25179,5697,23318,30677,20264,20450
30782,5772,2406,16056,8544,12601,518,18704
27828,13659,4590,15153,21271,2254,24139,11285
32433,7623,30749,19125,6311,31522,19085,13544
12932,32401,6079,5078,26697,27486,4714,9829
31706,30745,23838,11874,8305,16980,7797,19159
20712,3860,28864,2506,27781,22366,26107,16649
7595,19104,1304,29738,30621,16946,9273,31831
24934,13697,31303,15607,11214,30228,12245,18516
10568,13250,22698,13192,20616,133,23204,25583
27637,25322,6883,13655,1323,16086,25444,19334
15911,5016,6950,20960,12211,28571,8551,30262
1342,22244,21522,466,16978,26593,14101,4529
18300,12211,5679,9784,17147,32572,19736,5422
24863,23825,15586,20910,6378,9065,11210,6989
24818,20768,8757,16771,701,16867,10624,26313
24428,26300,11767,12059,30899,22684,14300,8139
6112,26703,24987,1475,20828,31286,25627,10670
7896,4575,14035,18601,15006,26788,8426,16748
25797,5375,20015,3832,13923,16417,16909,11431
7326,31576,21370,3672,12356,4292,22509,11626
28742,23066,455,2952,5004,28778,28820,32372
20468,18279,10638,2837,29727,27283,7148,10994
18205,26586,12299,29912,10265,2225,12090,1779
5727,26285,4680,29747,1038,20876,29138,22718
32162,23517,29590,3406,14056,27669,12054,8079
12664,31023,16841,28278,8058,7225,27719,5140
6001,13200,13546,3364,16709,21082,21082,3108
26159,12739,30087,17898,25321,16782,895,29521
23633,5929,15854,21417,19693,14854,16698,28708
10478,9918,28022,20349,10083,11095,140,21218
8946,24978,32389,10630,4087,11604,11914,13932
21175,4812,30,13080,1877,22551,198,32369
20552,15180,7263,9846,30372,14215,3445,4467
12055,20907,12247,18316,26979,4249,24431,25789
14174,11180,15525,19130,9801,30651,19441,5522
31114,17908,16314,5802,22537,18693,17067,17576
7128,28741,27105,2769,5142,29790,3164,3643
32086,21680,432,25718,16844,4820,10843,3040
22564,19976,30611,8737,29304,3483,4772,27841
28154,19462,11095,1900,25097,19885,5374,16737
28880,7544,17938,23367,6840,28650,8798,13234
31742,17022,1785,1155,15082,16771,22786,22701
12191,1775,4535,1454,29918,30898,10201,28767
25000,5930,9097,3187,32007,5316,10973,11179
18689,5846,552,989,17739,9700,5105,30654
7868,5834,15014,14431,25556,8729,24714,22086
13996,2351,12332,13716,5292,32630,10316,25516
20224,10663,22841,19174,20394,5785,4990,6788
13107,24905,25704,13746,237,27867,7540,17183
25207,31096,31395,24389,82,6426,24198,1277
24846,29133,11008,17165,14278,651,16526,5605
16141,20705,31559,32499,961,2090,10340,21243
15635,31857,7242,6723,1424,23933,19484,18985
23844,5409,26685,2415,12182,23960,8749,19385
26301,14911,17146,21531,6714,22493,31209,8255
31649,26145,4943,20530,29788,8962,18046,9870
28,10057,24604,22935,47,299,27027,10268
1372,2839,4637,26707,21682,6451,9270,19946
30081,21099,27893,2031,16262,6496,29207,27351
15754,5670,4694,8419,13844,23790,30552,23994
18671,6525,9633,14120,8230,32223,5654,189
23112,3682,18497,13621,507,20688,12687,20263
24967,13778,9039,25197,16026,10216,26766,2912
27868,15770,23823,10149,1503,23068,18411,29949
9984,796,42,29112,1143,4866,2720,13740
16737,7195,29764,28719,17105,31231,6112,16687
9856,10080,17343,13819,27289,32247,21450,11477
19975,4738,1531,27017,16642,21713,8508,12380
23303,23826,18224,27459,20252,17361,16411,30589
20907,19930,18251,4411,526,24790,4801,25306
2571,10434,8329,25833,6505,18795,783,8465
7326,19712,22781,32626,21647,29754,15844,227
25567,31323,9837,28770,9431,12919,7894,32638
10332,4694,830,17289,9077,16065,15887,16917
19091,29094,29736,7785,15858,23462,24569,17432
26522,23969,27913,20619,22271,19162,19897,11320
27929,16525,21761,15457,11956,27037,3560,8024
12803,5016,4869,12128,23847,5909,32246,17832
19992,3822,26642,20401,1570,9543,27269,10238
16922,13555,8068,27309,31923,917,25317,8026
26536,11864,25728,24938,6642,25132,22917,2204
1485,20851,30890,23779,2302,12554,18459,11506
151,3402,3262,32239,27105,7996,28870,17927
2013,10890,20276,25078,29843,15995,27378,5152
26283,8760,9873,15545,10703,10387,8070,14257
8897,12303,9946,23941,13848,9780,11615,15416
1373,891,21795,3570,6405,28239,27598,5951
1787,13871,9736,4342,6641,20236,21427,29673
2900,7132,401,13386,31237,11018,2264,16594
17158,11285,25063,15085,19666,29434,4618,10354
17361,16851,8834,26502,10372,7470,9389,22227
8722,11582,31475,5184,23156,19698,23531,27589
24596,18137,16532,21176,17416,4322,24441,19851
20700,12704,19613,4205,23656,16667,14622,13686
30329,7989,7785,29315,17137,22686,4254,29793
9388,22207,11131,2387,22554,14865,31103,21719
15850,12093,22355,13435,12967,10384,13447,10927
7498,10132,21631,28627,13441,1471,28368,4012
25834,24359,15099,4516,31564,32113,22852,7766
4561,10953,10084,14645,23934,3189,30125,22818
6031,31382,904,10015,2878,1078,2392,4278
18245,18737,19215,24802,32342,28691,28215,3030
16932,5634,8012,18416,20441,27738,5835,21356
22915,26643,28318,149,14684,10893,5287,20321
31286,1376,6779,7690,30999,28872,31015,13494
25960,25714,11296,28543,15124,10502,31926,24548
1947,21818,4431,2443,30607,8418,28179,4840
23140,28848,13400,15901,17512,22001,6291,299
16903,13493,14480,26352,2989,15417,8603,21707
32323,23829,14653,461,3527,27318,4009,3065
12149,26181,7341,26230,15426,26647,21395,32538
9746,651,745,19561,18611,18408,18948,28125
24114,1036,8745,10758,17380,7533,25424,7689
12899,16898,28745,3481,16566,26123,15762,14549
16583,10091,20947,418,5754,15549,30391,10583
1417,6150,31266,20428,7886,19817,12291,22735
18766,17694,28262,5834,14331,21007,22020,8836
4775,24694,32136,29431,8898,26132,16870,25738
25041,957,23764,5594,8314,29547,5849,24643
28281,12690,11971,25299,5004,7390,12659,25676
6428,16972,30068,21797,10243,6527,31204,31672
4479,3901,30845,32440,20740,24851,18569,7033
25189,21126,25399,28182,17663,30797,14012,16102
18340,19380,15082,23719,4094,6007,14994,6775
19240,32068,26273,7419,24957,6318,16337,2086
15282,29022,2771,16137,12913,30021,28080,19754
2964,29820,2220,4750,30777,26910,29860,989
6337,8040,18589,11988,2162,28450,18418,20898
17916,10958,23600,6356,3740,6994,12802,12473
11411,31083,2192,7848,22420,10947,20078,21682
21839,20892,19331,9779,203,4630,10154,14133
7707,16905,14571,21840,1927,7339,23341,10726
20286,22838,109,14437,29019,29770,17378,24216
2265,9609,14788,1118,1758,6509,5979,3680
19354,3320,3578,32120,24111,27054,31941,10274
15512,19593,11675,1201,30301,20033,12055,28831
104,22652,29301,2349,7443,29592,23464,2797
9200,809,16680,19708,24308,10026,31637,16991
23911,1445,19236,29477,21692,24612,24241,28385
11304,3863,5160,5398,13479,28476,18152,823
12290,4459,15376,3853,21494,8894,9331,26755
7162,2995,25081,12452,9651,4498,31018,6993
28015,32703,2745,26844,15351,22026,23290,11755
7949,2695,26996,4402,25798,13007,23833,25719
32028,30828,9961,15620,26935,14787,11876,12977
16332,22951,135,25919,13930,15111,29033,9114
13906,26223,23633,30395,12896,7299,21774,7263
12179,7917,29323,7328,9850,22029,26827,18060
4993,25933,21596,6970,8640,14288,22431,5976
19156,6060,1983,13160,2826,7241,8942,13063
26891,32199,6633,26430,25282,32436,5663,30174
27146,30758,11976,9197,8715,6721,9721,31559
25346,32167,12223,20804,6485,13035,7466,18973
9959,24203,921,29359,8102,2010,13084,28104
22398,8387,5871,32006,28528,21288,21343,12110
9625,32517,849,12313,1069,7228,1005,10018
12152,22423,30377,26369,21684,1096,15012,17616
6982,27697,11475,9621,15631,8433,11436,18341
12525,12778,31610,19019,6568,30390,5642,2403
16123,27034,5295,16935,7757,24154,6210,13795
26223,4284,27103,13569,3059,16253,27682,23197
23612,30689,16098,32006,5230,10642,10822,12856
11407,18639,1514,22205,2201,7194,31032,27964
25816,4439,14348,27828,17686,23485,32384,29919
29103,5346,13839,5964,24058,31248,8452,10672
